qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1701154:2:0	During the ceremony , Zeman apologized for the delay before Winton eventually received these honors , and said `` Great thanks for all children you saved '' -LRB- -LRB- cz -RRB- -RRB- Czech language : Velké díky za všechny děti , které jste zachránil .	Worker-9	What is the reason zeman apologized	for the delay.	What is the reason	_	Zeman apologized	for the delay.	During the ceremony, Zeman apologized for the delay before Winton eventually received these honors, and said " Great thanks for all children you saved " -LRB- cz -RRB- Czech language: Velké díky za všechny děti, které jste zachránil.	4,11,23,34,35
Wiki1k:wikinews:1575176:9:2	Because Heaven Sent Gaming kind of fits into two categories ; it 's a new media thing , which I do n't like the term `` new media '' , and it 's a Christian venture , and in both respects with `` new media '' , in particular , whenever a new format comes into being it 's hard to gauge what celebrities , and what people , and and what companies are doing things to really shake up things , and really bring new things to the table .	Worker-7	What is the result of a new format coming into being	it\'s hard to gauge what celebrities, and what people, and and what companies are doing things to really shake up things, and really bring new things to the table	What is the result of	_	a new format coming into being	it\'s hard to gauge what celebrities, and what people, and and what companies are doing things to really shake up things, and really bring new things to the table	Because Heaven Sent Gaming kind of fits into two categories; it\'s a new media thing, which I don\'t like the term " new media ", and it\'s a Christian venture, and in both respects with " new media ", in particular, whenever a new format comes into being it\'s hard to gauge what celebrities, and what people, and and what companies are doing things to really shake up things, and really bring new things to the table.	6,17,20,45,47,51,66,71
Wiki1k:wikinews:1575176:9:2	Because Heaven Sent Gaming kind of fits into two categories ; it 's a new media thing , which I do n't like the term `` new media '' , and it 's a Christian venture , and in both respects with `` new media '' , in particular , whenever a new format comes into being it 's hard to gauge what celebrities , and what people , and and what companies are doing things to really shake up things , and really bring new things to the table .	Worker-7	What is the reason heaven Sent Gaming kind of fits into two categories	it\'s a new media thing and it\'s a Christian venture	What is the reason	_	Heaven Sent Gaming kind of fits into two categories	it\'s a new media thing and it\'s a Christian venture	Because Heaven Sent Gaming kind of fits into two categories; it\'s a new media thing, which I don\'t like the term " new media ", and it\'s a Christian venture, and in both respects with " new media ", in particular, whenever a new format comes into being it\'s hard to gauge what celebrities, and what people, and and what companies are doing things to really shake up things, and really bring new things to the table.	6,17,20,45,47,51,66,71
Wiki1k:wikinews:1701154:2:1	Winton replied `` I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago '' -LRB- -LRB- cz -RRB- -RRB- Czech language : Rád bych poděkoval všem za tento neuvěřitelný výraz vděku za něco , co jsem udělal snad před sto lety .	Worker-7	What is the reason winton wanted to thank you all	for this enormous expression of thankgiving for something that happened to me nearly a hundred years agov	What is the reason	_	Winton wanted to thank you all	for this enormous expression of thankgiving for something that happened to me nearly a hundred years agov	Winton replied " I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago " -LRB- cz -RRB- Czech language: Rád bych poděkoval všem za tento neuvěřitelný výraz vděku za něco, co jsem udělal snad před sto lety.	1,4,6,14,18
Wiki1k:wikinews:1701154:2:1	Winton replied `` I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago '' -LRB- -LRB- cz -RRB- -RRB- Czech language : Rád bych poděkoval všem za tento neuvěřitelný výraz vděku za něco , co jsem udělal snad před sto lety .	Worker-7	In what manner did winton reply	I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago	In what manner	did	Winton reply	I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago	Winton replied " I want to thank you all for this enormous expression of thankgiving for something that happened to me nearly a hundred years ago " -LRB- cz -RRB- Czech language: Rád bych poděkoval všem za tento neuvěřitelný výraz vděku za něco, co jsem udělal snad před sto lety.	1,4,6,14,18
Wiki1k:wikinews:1575176:9:4	They 've be able to shape a relatively small series , like `` Red vs. Blue '' , into an entire multimedia enterprise .	Worker-4	In what manner have they been able to shape a relatively small series like  ""  Red vs. Blue  ""	They\'ve be able to shape a relatively small series, like  ""  Red vs. Blue  "" , into an entire multimedia enterprise.	In what manner	_	have they been able to shape a relatively small series like  ""  Red vs. Blue  ""	They\'ve be able to shape a relatively small series, like  ""  Red vs. Blue  "" , into an entire multimedia enterprise.	They\'ve be able to shape a relatively small series, like " Red vs. Blue ", into an entire multimedia enterprise.	1,4,13
Wiki1k:wikinews:1701154:3:0	The Order of the White Lion is the highest Czech Republic decoration , awarded to the statesmen and other individuals `` to recognize superior accomplishments contributing to the welfare of the Czech Republic '' , as the act of the state decorations defines .	Worker-4	In what manner does the act of the state decorations define	The Order of the White Lion is awarded to the statesmen and other individuals  ""  to recognize superior accomplishments contributing to the welfare of the Czech Republic	In what manner	does	the act of the state decorations define	The Order of the White Lion is awarded to the statesmen and other individuals  ""  to recognize superior accomplishments contributing to the welfare of the Czech Republic	The Order of the White Lion is the highest Czech Republic decoration, awarded to the statesmen and other individuals " to recognize superior accomplishments contributing to the welfare of the Czech Republic ", as the act of the state decorations defines.	6,12,21,24,39
Wiki1k:wikinews:1701154:3:0	The Order of the White Lion is the highest Czech Republic decoration , awarded to the statesmen and other individuals `` to recognize superior accomplishments contributing to the welfare of the Czech Republic '' , as the act of the state decorations defines .	Worker-4	In what manner is the Order of the White Lion the highest Czech Republic decoration	The Order of the White Lion is awarded to statesmen and others  ""  to recognize superior accomplishments contributing to the welfare of the Czech Republic	In what manner	is	The Order of the White Lion the highest Czech Republic decoration	The Order of the White Lion is awarded to statesmen and others  ""  to recognize superior accomplishments contributing to the welfare of the Czech Republic	The Order of the White Lion is the highest Czech Republic decoration, awarded to the statesmen and other individuals " to recognize superior accomplishments contributing to the welfare of the Czech Republic ", as the act of the state decorations defines.	6,12,21,24,39
Wiki1k:wikinews:1701154:3:1	With the exception of a few statesmen in office , Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years .	Worker-7	In what manner did winton and Winston Churchill receive the order	in the civil division	In what manner	did	Winton and Winston Churchill receive the order	in the civil division	With the exception of a few statesmen in office, Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years.	14,19
Wiki1k:wikinews:1701154:3:1	With the exception of a few statesmen in office , Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years .	Worker-7	In what manner were winton and Winston Churchill the first people to receive the order in the civil division in eleven years	With the exception of a few statesmen in office	In what manner	were	Winton and Winston Churchill the first people to receive the order in the civil division in eleven years	With the exception of a few statesmen in office	With the exception of a few statesmen in office, Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years.	14,19
Wiki1k:wikinews:1701154:3:1	With the exception of a few statesmen in office , Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years .	Worker-7	Since when were winton and Winston Churchill the first people to receive the order in the civil division	eleven years	Since when	were	Winton and Winston Churchill the first people to receive the order in the civil division	eleven years	With the exception of a few statesmen in office, Winton and Winston Churchill have been the first people to receive the order in the civil division in eleven years.	14,19
Wiki1k:wikinews:1575176:9:5	They 've been able to make things like Strangerhood , and things even bigger like RWBY .	Worker-4	What is contrasted with things They\'ve been able to make like Strangerhood	They\'ve been able to make even bigger things like RWBY.	What is contrasted with	_	things They\'ve been able to make like Strangerhood	They\'ve been able to make even bigger things like RWBY.	They\'ve been able to make things like Strangerhood, and things even bigger like RWBY.	1,4,7,13
Wiki1k:wikinews:1575176:9:5	They 've been able to make things like Strangerhood , and things even bigger like RWBY .	Worker-4	What is an example of things They\'ve been able to make	Strangerhood, and things even bigger like RWBY.	What is an example of	_	things They\'ve been able to make	Strangerhood, and things even bigger like RWBY.	They\'ve been able to make things like Strangerhood, and things even bigger like RWBY.	1,4,7,13
Wiki1k:wikinews:1701154:4:0	In recent years , around 250 thousand Czech students signed a petition asking the Nobel Peace Prize for Winton , who has been nicknamed by media `` British Oskar Schindler '' .	Worker-4	What is the reason around 250 thousand Czech students signed a petition	Asking the Nobel Peace Prize for Winton, who has been nicknamed by media  ""  British Oskar Schindler  ""  .	What is the reason	_	around 250 thousand Czech students signed a petition	Asking the Nobel Peace Prize for Winton, who has been nicknamed by media  ""  British Oskar Schindler  ""  .	In recent years, around 250 thousand Czech students signed a petition asking the Nobel Peace Prize for Winton, who has been nicknamed by media " British Oskar Schindler " .	8,11,21
Wiki1k:wikinews:1701154:4:0	In recent years , around 250 thousand Czech students signed a petition asking the Nobel Peace Prize for Winton , who has been nicknamed by media `` British Oskar Schindler '' .	Worker-4	Since when did around 250 thousand Czech students sign a petition asking the Nobel Peace Prize for Winton	In recent years students signed a petition asking the Nobel Peace Prize for Winton, who has been nicknamed by media  ""  British Oskar Schindler  ""  .	Since when	did	around 250 thousand Czech students sign a petition asking the Nobel Peace Prize for Winton	In recent years students signed a petition asking the Nobel Peace Prize for Winton, who has been nicknamed by media  ""  British Oskar Schindler  ""  .	In recent years, around 250 thousand Czech students signed a petition asking the Nobel Peace Prize for Winton, who has been nicknamed by media " British Oskar Schindler " .	8,11,21
Wiki1k:wikinews:1575176:9:6	And They 're even getting that translated into Japanese now , so they 've spun that into an entire multimedia conglomerate .	Worker-4	What is the result of they\'re getting that translated into Japanese now	They\'ve spun that into an entire multimedia conglomerate.	What is the result of	_	They\'re getting that translated into Japanese now	They\'ve spun that into an entire multimedia conglomerate.	And They\'re even getting that translated into Japanese now, so they\'ve spun that into an entire multimedia conglomerate.	3,5,11
Wiki1k:wikinews:1575176:9:8	They formatted and created a way for this to become monetized , for you to be able to release things on your own and make it into something special and unique .	Worker-9	While what has it been formatted and created a way for this to become monetized?	for you to be able to release things on your own and make it into something special and unique.	While what	has	it been formatted and created a way for this to become monetized?	for you to be able to release things on your own and make it into something special and unique.	They formatted and created a way for this to become monetized, for you to be able to release things on your own and make it into something special and unique.	1,3,9,14,17,23,29
Wiki1k:wikinews:1701154:4:1	His acts were not known to wide public until the late 1980s , when his wife found documents in their attic and shared them with an historian .	Worker-4	What is the result of his wife finding documents in their attic	his wife shared them with an historian.	What is the result of	_	his wife finding documents in their attic	his wife shared them with an historian.	His acts were not known to wide public until the late 1980s, when his wife found documents in their attic and shared them with an historian.	4,11,15,21
Wiki1k:wikinews:1701154:4:1	His acts were not known to wide public until the late 1980s , when his wife found documents in their attic and shared them with an historian .	Worker-4	Until when were his acts not known to wide public	Until the late 1980s, when his wife found documents in their attic and shared them with an historian.	Until when	were	His acts not known to wide public	Until the late 1980s, when his wife found documents in their attic and shared them with an historian.	His acts were not known to wide public until the late 1980s, when his wife found documents in their attic and shared them with an historian.	4,11,15,21
Wiki1k:wikinews:1580894:0:0	University are now scheduled to play Noosa in the 2014 Sunshine Coast Rugby Union grand final at Sunshine Coast Stadium next weekend .	Worker-4	In what case are university now scheduled to play Noosa	in the 2014 Sunshine Coast Rugby Union grand final at Sunshine Coast Stadium next weekend.	In what case	are	University now scheduled to play Noosa	in the 2014 Sunshine Coast Rugby Union grand final at Sunshine Coast Stadium next weekend.	University are now scheduled to play Noosa in the 2014 Sunshine Coast Rugby Union grand final at Sunshine Coast Stadium next weekend.	3,5,21
Wiki1k:wikinews:1701154:4:2	Since then , he has been decorated with the Order of Tomáš Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom .	Worker-5	Since when has he been decorated with the Order of Tom���� Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom.	Since then	Since when	_	has he been decorated with the Order of Tom���� Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom.	Since then	Since then, he has been decorated with the Order of Tomáš Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom.	5,18
Wiki1k:wikinews:1701154:4:2	Since then , he has been decorated with the Order of Tomáš Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom .	Worker-5	While what has he been decorated with the Order of Tom���� Garrigue Masaryk in the Czech Republic	he has been knighted in the United Kingdom	While what	has	he been decorated with the Order of Tom���� Garrigue Masaryk in the Czech Republic	he has been knighted in the United Kingdom	Since then, he has been decorated with the Order of Tomáš Garrigue Masaryk in the Czech Republic and knighted in the United Kingdom.	5,18
Wiki1k:wikinews:1580894:1:0	The first half of the preliminary final was uneventful on field with both teams scoring unconverted tries .	Worker-9	What is the reason the first half of the preliminary final was uneventful on field.	both teams scoring unconverted tries.	What is the reason	_	The first half of the preliminary final was uneventful on field.	both teams scoring unconverted tries.	The first half of the preliminary final was uneventful on field with both teams scoring unconverted tries.	7,14
Wiki1k:wikinews:1701154:4:3	In Prague 's central railway station , there is a monument to children saved by Winton .	Worker-7	What is the reason for a monument In Prague\'s central railway station	a monument to children saved by Winton	What is the reason	_	for a monument In Prague\'s central railway station	a monument to children saved by Winton	In Prague\'s central railway station, there is a monument to children saved by Winton.	6,11
Wiki1k:wikinews:1580894:1:1	A highlight was touch judge Steve Ryan seen laughing with the nearby crowd briefly before continuing his duties .	Worker-5	Before what was touch judge Steve Ryan seen laughing with the nearby crowd	before continuing his duties	Before what	_	was touch judge Steve Ryan seen laughing with the nearby crowd	before continuing his duties	A highlight was touch judge Steve Ryan seen laughing with the nearby crowd briefly before continuing his duties.	2,8,15
Wiki1k:wikinews:1718006:0:0	Yesterday , the incumbent Governor of California Edmund G. `` Jerry '' Brown won his fourth term to the governorship said the Associated Press -LRB- AP -RRB- , beating his Republican opponent Neel Kashkari with , according to unofficial results , 58.7 percent of the vote as of 4:43 a.m. local time -LRB- 0928 UTC -RRB- .	Worker-9	In what manner did the incumbent Governor of California Edmund G.  ""  Jerry  ""  Brown win his fourth term?	beating his Republican opponent Neel Kashkari.	In what manner	did	the incumbent Governor of California Edmund G.  ""  Jerry  ""  Brown win his fourth term?	beating his Republican opponent Neel Kashkari.	Yesterday, the incumbent Governor of California Edmund G. " Jerry " Brown won his fourth term to the governorship said the Associated Press AP, beating his Republican opponent Neel Kashkari with, according to unofficial results, 58.7 percent of the vote as of 4:43 a.m. local time 0928 UTC.	12,24
Wiki1k:wikinews:1580894:2:0	The second half saw three tries scored .	Worker-3	While what were three tries scored	The second half	While what	were	three tries scored	The second half	The second half saw three tries scored.	3,6
Wiki1k:wikinews:1580894:2:0	The second half saw three tries scored .	Worker-3	What is the result of the second half	The second half saw three tries scored	What is the result of	_	the second half	The second half saw three tries scored	The second half saw three tries scored.	3,6
Wiki1k:wikinews:1718006:1:0	The Republican Party nominated Kashkari over Assemblyman Tim Donnelly , however , Kashkari lagged behind Brown in the polls by double digits .	Worker-3	In what manner did kashkari lag behind Brown in the polls	Kashkari lagged behind Brown in the polls by double digits	In what manner	did	Kashkari lag behind Brown in the polls	Kashkari lagged behind Brown in the polls by double digits	The Republican Party nominated Kashkari over Assemblyman Tim Donnelly, however, Kashkari lagged behind Brown in the polls by double digits.	3,11
Wiki1k:wikinews:1718006:1:0	The Republican Party nominated Kashkari over Assemblyman Tim Donnelly , however , Kashkari lagged behind Brown in the polls by double digits .	Worker-3	Despite what did the Republican Party nominate Kashkari over Assemblyman Tim Donnelly	Kashkari lagged behind Brown in the polls by double digits	Despite what	did	The Republican Party nominate Kashkari over Assemblyman Tim Donnelly	Kashkari lagged behind Brown in the polls by double digits	The Republican Party nominated Kashkari over Assemblyman Tim Donnelly, however, Kashkari lagged behind Brown in the polls by double digits.	3,11
Wiki1k:wikinews:1580894:2:1	Toads scored the opening try at thirteen minutes to take the score to 10 -- 5 .	Worker-9	What is the result of toads scoring the opening try at thirteen minutes?	take the score to 10--5.	What is the result of	_	Toads scoring the opening try at thirteen minutes?	take the score to 10--5.	Toads scored the opening try at thirteen minutes to take the score to 10--5.	1,9
Wiki1k:wikinews:1718006:1:1	Kashkari was expected to lose to Brown in this election .	Worker-7	In what manner was kashkari expected to lose in this election	to Brown	In what manner	was	Kashkari expected to lose in this election	to Brown	Kashkari was expected to lose to Brown in this election.	2,4
Wiki1k:wikinews:1580894:3:0	University scored the first converted try eight minutes later to take the lead -- 12 -- 10 to Uni .	Worker-9	What is the result of university scoring the first converted try eight minutes later?	to take the lead--12--10 to Uni.	What is the result of	_	University scoring the first converted try eight minutes later?	to take the lead--12--10 to Uni.	University scored the first converted try eight minutes later to take the lead--12--10 to Uni.	1,5,10
Wiki1k:wikinews:1718006:2:0	Also on yesterday 's ballot was Proposition 47 which would reduce several felonies to misdemeanor status , reducing maximum sentences from three years to one .	Worker-9	What is an example of reducing several felonies to misdemeanor status?	reducing maximum sentences from three years to one.	What is an example of	_	reducing several felonies to misdemeanor status?	reducing maximum sentences from three years to one.	Also on yesterday\'s ballot was Proposition 47 which would reduce several felonies to misdemeanor status, reducing maximum sentences from three years to one.	4,9,13,15
Wiki1k:wikinews:1718006:2:0	Also on yesterday 's ballot was Proposition 47 which would reduce several felonies to misdemeanor status , reducing maximum sentences from three years to one .	Worker-9	What is the result of proposition 47	would reduce several felonies to misdemeanor status, reducing maximum sentences from three years to one.	What is the result of	_	Proposition 47	would reduce several felonies to misdemeanor status, reducing maximum sentences from three years to one.	Also on yesterday\'s ballot was Proposition 47 which would reduce several felonies to misdemeanor status, reducing maximum sentences from three years to one.	4,9,13,15
Wiki1k:wikinews:1580894:3:1	They sealed the victory with thirteen minutes left in the game with a converted try .	Worker-4	In what manner did they seal  the victory	with thirteen minutes left in the game with a converted try.	In what manner	did	They seal  the victory	with thirteen minutes left in the game with a converted try.	They sealed the victory with thirteen minutes left in the game with a converted try.	1,7,13
Wiki1k:wikinews:1718006:3:0	Brown 's father Edmund G. `` Pat '' Brown was governor for two terms before losing the governorship to later United States President Ronald Reagan .	Worker-7	In what manner did edmund G.  ""  Pat  ""  Brown lose the governorship	to later United States President Ronald Reagan	In what manner	did	Edmund G.  ""  Pat  ""  Brown lose the governorship	to later United States President Ronald Reagan	Brown\'s father Edmund G. " Pat " Brown was governor for two terms before losing the governorship to later United States President Ronald Reagan.	8,14,19
Wiki1k:wikinews:1718006:3:0	Brown 's father Edmund G. `` Pat '' Brown was governor for two terms before losing the governorship to later United States President Ronald Reagan .	Worker-7	Before what was brown\'s father Edmund G.  ""  Pat  ""  Brown governor for two terms	losing the governorship	Before what	was	Brown\'s father Edmund G.  ""  Pat  ""  Brown governor for two terms	losing the governorship	Brown\'s father Edmund G. " Pat " Brown was governor for two terms before losing the governorship to later United States President Ronald Reagan.	8,14,19
Wiki1k:wikinews:1580894:4:0	But Scotland says they can still win the premiership decider .	Worker-5	What is the reason might scotland still win the premiership decider	Scotland says they can still win	What is the reason	might	Scotland still win the premiership decider	Scotland says they can still win	But Scotland says they can still win the premiership decider.	2,6
Wiki1k:wikinews:1718006:3:1	Jerry Brown had previously won the gubernatorial election in 1974 , serving two terms from 1975 until 1983 , and served a third term after winning in 2010 .	Worker-7	What is the result of winning in 2010	Jerry Brown served a third term	What is the result of	_	winning in 2010	Jerry Brown served a third term	Jerry Brown had previously won the gubernatorial election in 1974, serving two terms from 1975 until 1983, and served a third term after winning in 2010.	2,4,10,16,18,23
Wiki1k:wikinews:1718006:3:1	Jerry Brown had previously won the gubernatorial election in 1974 , serving two terms from 1975 until 1983 , and served a third term after winning in 2010 .	Worker-7	In what manner did jerry Brown win the gubernatorial election	previously in 1974	In what manner	did	Jerry Brown win the gubernatorial election	previously in 1974	Jerry Brown had previously won the gubernatorial election in 1974, serving two terms from 1975 until 1983, and served a third term after winning in 2010.	2,4,10,16,18,23
Wiki1k:wikinews:1718006:3:1	Jerry Brown had previously won the gubernatorial election in 1974 , serving two terms from 1975 until 1983 , and served a third term after winning in 2010 .	Worker-7	What is the result of jerry Brown winning the gubernatorial election in 1974	serving two terms from 1975 until 1983, and served a third term after winning in 2010	What is the result of	_	Jerry Brown winning the gubernatorial election in 1974	serving two terms from 1975 until 1983, and served a third term after winning in 2010	Jerry Brown had previously won the gubernatorial election in 1974, serving two terms from 1975 until 1983, and served a third term after winning in 2010.	2,4,10,16,18,23
Wiki1k:wikinews:1718006:3:1	Jerry Brown had previously won the gubernatorial election in 1974 , serving two terms from 1975 until 1983 , and served a third term after winning in 2010 .	Worker-7	Until when did jerry Brown serve two terms from 1975	1983	Until when	did	Jerry Brown serve two terms from 1975	1983	Jerry Brown had previously won the gubernatorial election in 1974, serving two terms from 1975 until 1983, and served a third term after winning in 2010.	2,4,10,16,18,23
Wiki1k:wikinews:1718006:3:1	Jerry Brown had previously won the gubernatorial election in 1974 , serving two terms from 1975 until 1983 , and served a third term after winning in 2010 .	Worker-7	After what did jerry Brown serve a third term	winning in 2010	After what	did	Jerry Brown serve a third term	winning in 2010	Jerry Brown had previously won the gubernatorial election in 1974, serving two terms from 1975 until 1983, and served a third term after winning in 2010.	2,4,10,16,18,23
Wiki1k:wikinews:1729819:1:0	The memorial was to take place on Tuesday at Al-Katiba square , to commemorate ten years since the founder and leader of the Fatah movement , Yasser Arafat , died .	Worker-7	In what manner was The memorial to take place	on Tuesday at Al-Katiba square	In what manner	_	was The memorial to take place	on Tuesday at Al-Katiba square	The memorial was to take place on Tuesday at Al-Katiba square, to commemorate ten years since the founder and leader of the Fatah movement, Yasser Arafat, died.	2,4,12,17,26
Wiki1k:wikinews:1729819:1:0	The memorial was to take place on Tuesday at Al-Katiba square , to commemorate ten years since the founder and leader of the Fatah movement , Yasser Arafat , died .	Worker-7	What is the reason the memorial was to take place on Tuesday at Al-Katiba square	to commemorate ten years since the founder and leader of the Fatah movement, Yasser Arafat, died	What is the reason	_	The memorial was to take place on Tuesday at Al-Katiba square	to commemorate ten years since the founder and leader of the Fatah movement, Yasser Arafat, died	The memorial was to take place on Tuesday at Al-Katiba square, to commemorate ten years since the founder and leader of the Fatah movement, Yasser Arafat, died.	2,4,12,17,26
Wiki1k:wikinews:1580894:4:1	`` If we 're patient for the whole game we will do all right , but there were some points there where we tried to play a game of touch football , and you ca n't do that -LSB- ... -RSB- If we can work on that patience we should give ourselves a good chance against Noosa . ''	Worker-4	In what manner should we give ourselves a good chance against Noosa	If we can work on that patience we should give ourselves a good chance against Noosa .  ""	In what manner	should	we give ourselves a good chance against Noosa	If we can work on that patience we should give ourselves a good chance against Noosa .  ""	\ "  If we\'re patient for the whole game we will do all right, but there were some points there where we tried to play a game of touch football, and you can\'t do that...If we can work on that patience we should give ourselves a good chance against Noosa .  "	12,17,23,25,34,38,44
Wiki1k:wikinews:1580894:4:1	`` If we 're patient for the whole game we will do all right , but there were some points there where we tried to play a game of touch football , and you ca n't do that -LSB- ... -RSB- If we can work on that patience we should give ourselves a good chance against Noosa . ''	Worker-4	In what case will we do all right	If we\'re patient for the whole game, but there were some points there where we tried to play a game of touch football, and you can\'t do that	In what case	will	we do all right	If we\'re patient for the whole game, but there were some points there where we tried to play a game of touch football, and you can\'t do that	\ "  If we\'re patient for the whole game we will do all right, but there were some points there where we tried to play a game of touch football, and you can\'t do that...If we can work on that patience we should give ourselves a good chance against Noosa .  "	12,17,23,25,34,38,44
Wiki1k:wikinews:1583366:0:0	Libya 's government , currently located in the eastern city of Tobruk , say a Sudanese transport plane entered Libyan airspace on Thursday bound for Tripoli 's Matiga airport , before making a refueling stop at the southern town of Kufra .	Worker-5	Before what did a Sudanese transport plane enter Libyan airspace on Thursday, bound for Tripoli\'s Matiga airport	before making a refueling stop at the southern town of Kufra	Before what	did	a Sudanese transport plane enter Libyan airspace on Thursday, bound for Tripoli\'s Matiga airport	before making a refueling stop at the southern town of Kufra	Libya\'s government, currently located in the eastern city of Tobruk, say a Sudanese transport plane entered Libyan airspace on Thursday bound for Tripoli\'s Matiga airport, before making a refueling stop at the southern town of Kufra.	3,10,15,20,26
Wiki1k:wikinews:1729819:1:1	However according to Zakaria al-Agha , senior Gaza Strip Fatah leader , Gaza security services ordered the stage workers for the event `` to stop working and leave '' .	Worker-5	In what manner were the stage workers for the event ordered	ordered  ""  to stop working and leave  ""	In what manner	were	the stage workers for the event ordered	ordered  ""  to stop working and leave  ""	However according to Zakaria al-Agha, senior Gaza Strip Fatah leader, Gaza security services ordered the stage workers for the event " to stop working and leave " .	13,23,25
Wiki1k:wikinews:1583366:0:1	During an inspection at Kufra , ammunition was found which Libya accused Sudan of intending to supply to the rebels .	Worker-9	While what was ammunition found?	During an inspection?	While what	was	ammunition found?	During an inspection?	During an inspection at Kufra, ammunition was found which Libya accused Sudan of intending to supply to the rebels.	7,10,13,15
Wiki1k:wikinews:1583366:0:1	During an inspection at Kufra , ammunition was found which Libya accused Sudan of intending to supply to the rebels .	Worker-9	What is the result of ammunition found	Libya accused Sudan of intending to supply to the rebels.	What is the result of	_	ammunition found	Libya accused Sudan of intending to supply to the rebels.	During an inspection at Kufra, ammunition was found which Libya accused Sudan of intending to supply to the rebels.	7,10,13,15
Wiki1k:wikinews:1583366:1:0	Sudan have denied the accusation , claiming the ammunition was intended for a joint border force of the two countries targeting smuggling and human trafficking .	Worker-5	What is the reason sudan have denied the accusation	claiming the ammunition was intended for a joint border force of the two countries targeting smuggling and human trafficking	What is the reason	_	Sudan have denied the accusation	claiming the ammunition was intended for a joint border force of the two countries targeting smuggling and human trafficking	Sudan have denied the accusation, claiming the ammunition was intended for a joint border force of the two countries targeting smuggling and human trafficking.	2,5,9,19
Wiki1k:wikinews:1729819:2:1	A Fatah spokesperson added they had been expecting the unity government `` to cater to the interests of our nation '' .	Worker-4	In what manner did a Fatah spokesperson add something	A Fatah spokesperson added they had been expecting the unity government  ""  to cater to the interests of our nation  ""  .	In what manner	did	A Fatah spokesperson add something	A Fatah spokesperson added they had been expecting the unity government  ""  to cater to the interests of our nation  ""  .	A Fatah spokesperson added they had been expecting the unity government " to cater to the interests of our nation " .	3,7,13
Wiki1k:wikinews:1583366:1:1	Libya have said they had not given permission for the plane to enter the country 's airspace .	Worker-4	In what manner have Libya said they had not given permission for something	For the plane to enter the country\'s airspace.	In what manner	_	have Libya said they had not given permission for something	For the plane to enter the country\'s airspace.	Libya have said they had not given permission for the plane to enter the country\'s airspace.	1,4,6,12
Wiki1k:wikinews:1729819:2:2	Hamas denied any connection to the events , and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page .	Worker-7	What is the result of the events	Hamas denied any connection to the events, and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page	What is the result of	_	the events	Hamas denied any connection to the events, and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page	Hamas denied any connection to the events, and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page.	1,13
Wiki1k:wikinews:1729819:2:2	Hamas denied any connection to the events , and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page .	Worker-7	In what manner did its spokesperson Sami Abu Zuhri condemn the attacks	on his Facebook page	In what manner	did	its spokesperson Sami Abu Zuhri condemn the attacks	on his Facebook page	Hamas denied any connection to the events, and its spokesperson Sami Abu Zuhri condemned the attacks on his Facebook page.	1,13
Wiki1k:wikinews:1583366:2:0	An international arms embargo , first imposed during the 2011 Libyan uprising , is still in effect .	Worker-5	After what is An international arms embargo still in effect	first being imposed during the 2011 Libyan uprising	After what	_	is An international arms embargo still in effect	first being imposed during the 2011 Libyan uprising	An international arms embargo, first imposed during the 2011 Libyan uprising, is still in effect.	5,11,14
Wiki1k:wikinews:1729819:3:0	Hamas Ministry of Interior spokesperson Iyad Al-Buzm said the memorial had been cancelled due to the tense atmosphere between the two movements following the attacks during the last few days , and due to technical reasons , including the delay in salary payments to security personnel by the unity government .	Worker-9	After what was tense atmosphere between the two movements?	following the attacks during the last few days.	After what	was	tense atmosphere between the two movements?	following the attacks during the last few days.	Hamas Ministry of Interior spokesperson Iyad Al-Buzm said the memorial had been cancelled due to the tense atmosphere between the two movements following the attacks during the last few days, and due to technical reasons, including the delay in salary payments to security personnel by the unity government.	12,22,35
